,item_id,NP,Oblig,Error,ErType,ErType2,definiteness,ref,Hawkins,HeadN,Abstract,Rev_abstr,modif,Score,Target_the,Target_zero,NL_Korean,NL_Mandarin,NL_Russian,Ntype_plural,Ntype_sing,Synt_obj,Synt_predprop,Synt_sub
347,348,"Without audiences , love judges , parents , just a friendly and private atmosphere which allows them to be theirselves and enjoy the moment .",obl,correct,correct_a,correct_art,indef,nonspec,indef,atmosphere,concr,concr,mod,1,False,False,False,True,False,False,True,False,True,False
348,349,"Without audiences , love judges , parents , just a friendly and private atmosphere which allows them to be theirselves and enjoy the moment .",obl,correct,correct_the,correct_art,def,nonspec,situational,moment,abstr,abstr,no_mod,1,True,False,False,True,False,False,True,True,False,False
354,355,"Hard home work is required sometimes , but it is funny to get new knowledge and thought .",obl,error,omit_a,omit,indef,nonspec,indef,knowledge,abstr,abstr,mod,0,False,False,False,False,False,False,True,True,False,False
355,356,"In the business , I challenge a task that I have not ever done .",obl,correct,correct_a,correct_art,indef,spec,indef,task,abstr,abstr,no_mod,1,False,False,False,False,False,False,True,True,False,False
356,357,"In the business , I challenge a task that I have not ever done .",obl,correct,correct_the,correct_art,def,spec,situational,business,abstr,abstr,no_mod,1,True,False,False,False,False,False,False,True,False,False
358,359,"Without fail where there 's great need , great hearts and minds rise up to meet the challenge .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,need,concr,concr,mod,1,False,True,False,True,False,False,True,False,False,True
359,360,"Without fail where there 's great need , great hearts and minds rise up to meet the challenge .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,hearts,abstr,abstr,mod,1,False,True,False,True,False,False,False,False,False,True
360,361,"Without fail where there 's great need , great hearts and minds rise up to meet the challenge .",obl,correct,correct_the,correct_art,def,nonspec,situational,challenge,abstr,abstr,no_mod,1,True,False,False,True,False,False,True,True,False,False
364,365,"But who wants to go there , he must pass the exam and the interview .",obl,correct,correct_the,correct_art,def,spec,situational,exam,concr,concr,no_mod,1,True,False,False,True,False,False,True,True,False,False
369,370,"Yesterday , Kitajima Kousuke who is a breast stroke swimmer , he got the gold medal .",obl,correct,correct_the,correct_art,def,spec,situational,medal,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
371,372,They are illuminated during night .,obl,error,omit_the,omit,indef,nonspec,indef,night,concr,concr,no_mod,0,True,False,False,False,False,False,True,True,False,False
372,373,The top of the mountain was very cold although I worn a snowboard wear .,obl,correct,correct_the,correct_art,def,spec,explanatory,top,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
379,380,"With knowing comes caring , with caring there is an hope that we can find an enduring place within the natural system that supports us .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,hope,abstr,abstr,no_mod,1,False,True,True,False,False,False,False,False,False,True
380,381,Oil has been flooding in the gulf of Mexico for three months .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,Oil,abstr,abstr,no_mod,1,False,True,True,False,False,False,False,False,False,True
381,382,Oil has been flooding in the gulf of Mexico for three months .,obl,correct,correct_the,correct_art,def,spec,explanatory,gulf,concr,concr,no_mod,1,True,False,True,False,False,False,False,True,False,False
386,387,"On the other side of the world , a great number of people live in less than 1 dollar .",obl,correct,correct_a,correct_art,indef,spec,indef,number,abstr,abstr,mod,1,False,False,True,False,False,False,True,False,False,True
388,389,"Apparently , the world is lopsided .",obl,correct,correct_the,correct_art,def,spec,situational,world,concr,concr,no_mod,1,True,False,True,False,False,False,True,False,False,True
392,393,"On next Wednesday , the economics seminor softball match will take place .",obl,correct,correct_the,correct_art,def,spec,situational,match,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
394,395,"However , the experience of volleyball is not always working well for softball because of a form difference .",obl,correct,correct_the,correct_art,def,spec,explanatory,experience,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,False,False,True
395,396,"However , the experience of volleyball is not always working well for softball because of a form difference .",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,softball,concr,concr,no_mod,1,False,True,False,False,False,False,True,True,False,False
397,398,"Anyway , I 'm really looking forward to playing the game ! !",obl,correct,correct_the,correct_art,def,nonspec,situational,game,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
398,399,"I must to read a literature , which wrote in English .",obl_om,error,over_a,over,indef,nonspec,indef,literature,abstr,abstr,no_mod,0,False,True,False,False,False,False,False,True,False,False
400,401,"So , I start to learn English for the first time in a decade .",obl,correct,correct_a,correct_art,indef,nonspec,indef,decade,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
402,403,Today Japanese construction industry faces serious crisis .,obl,error,omit_a,omit,indef,spec,indef,crisis,abstr,abstr,mod,0,False,False,False,False,False,False,True,True,False,False
403,404,"I 'll respond like that `` my hobby is reading books , ``",obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,books,concr,concr,no_mod,1,False,True,True,False,False,True,False,True,False,False
408,409,"Once you get into the society , your life won ' 't be simiple as that in college .",obl,correct,correct_the,correct_art,def,nonspec,situational,society,abstr,abstr,no_mod,1,True,False,False,True,False,False,True,True,False,False
433,434,"the weather got hot nearly , becauce the air conditioner of our office was broken , I could n't study at office .",obl,correct,correct_the,correct_art,def,spec,situational,weather,concr,concr,no_mod,1,True,False,False,True,False,False,True,False,False,True
438,439,I opened window but it was not rain .,obl_om,correct,correct_zero,correct_om,def,spec,situational,window,concr,concr,no_mod,1,False,True,True,False,False,False,True,True,False,False
439,440,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,obl,correct,correct_the,correct_art,def,spec,situational,day,concr,concr,no_mod,1,True,False,True,False,False,False,True,True,False,False
440,441,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,obl,error,omit_the,omit,indef,nonspec,indef,rain,concr,concr,no_mod,0,True,False,True,False,False,False,False,True,False,False
442,443,During the day I waited rain as look up the sky and I was thinking what is the problem with weather forecast organization .,obl,correct,correct_the,correct_art,def,spec,explanatory,problem,abstr,abstr,no_mod,1,True,False,True,False,False,False,True,False,False,True
443,444,There was 90 % which expect the rain today but they were wrong .,obl,correct,correct_the,correct_art,def,spec,situational,rain,concr,concr,no_mod,1,True,False,True,False,False,False,False,True,False,False
445,446,We will have Buddhist memorial service for my father .,obl,error,omit_a,omit,indef,spec,indef,service,abstr,abstr,mod,0,False,False,False,False,False,False,True,True,False,False
450,451,"Next month , I 'm going to take the test for mobile system engineer .",obl,correct,correct_the,correct_art,def,spec,explanatory,test,concr,concr,no_mod,1,True,False,False,False,False,False,True,True,False,False
451,452,"Next month , I 'm going to take the test for mobile system engineer .",obl,error,omit_a,omit,indef,spec,indef,engineer,concr,concr,no_mod,0,False,False,False,False,False,False,True,True,False,False
452,453,The examination fee cost $ 150 .,obl,correct,correct_the,correct_art,def,spec,situational,fee,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,False,False,True
453,454,I left my umbrella in a train this morning .,obl,correct,correct_a,correct_art,indef,spec,indef,train,concr,concr,no_mod,1,False,False,False,False,False,False,True,True,False,False
454,455,I went to the lost property in the station after work .,obl_om,correct,correct_zero,correct_om,indef,spec,indef,work,abstr,abstr,no_mod,1,False,True,False,False,False,False,False,True,False,False
455,456,The station stuff searched records by computer for my umbrella and found it .,obl,error,omit_the,omit,indef,spec,indef,records,abstr,abstr,no_mod,0,True,False,False,False,False,True,False,True,False,False
458,459,"m , because I have to go the ANZ bank to get the saving card .",obl,error,sub_the_inst_a,error_art,def,nonspec,situational,card,concr,concr,no_mod,0,False,False,False,True,False,False,True,True,False,False
460,461,We need book a car and my friend kaan a Turkey guy help us to move the baggage .,obl,correct,correct_a,correct_art,indef,nonspec,indef,car,concr,concr,no_mod,1,False,False,False,True,False,False,True,True,False,False
462,463,We need book a car and my friend kaan a Turkey guy help us to move the baggage .,obl,correct,correct_the,correct_art,def,nonspec,situational,baggage,concr,concr,no_mod,1,True,False,False,True,False,False,False,True,False,False
466,467,And the teacher was so great to teach us .,obl,correct,correct_the,correct_art,def,spec,situational,teacher,concr,concr,no_mod,1,True,False,False,False,False,False,True,False,False,True
470,471,"You know , The earthquake was too bad for my family .",obl,correct,correct_the,correct_art,def,spec,anaphoric,earthquake,abstr,abstr,no_mod,1,True,False,False,False,False,False,True,False,False,True
471,472,I pray for them it make a comeback to normal life ! ],obl_om,correct,correct_zero,correct_om,indef,nonspec,indef,life,abstr,abstr,mod,1,False,True,False,False,False,False,True,True,False,False
473,474,Because it very important ; I 'll never get a good job without it and I 'll never understand a half of a beautifule sites in the Internet !,obl,correct,correct_a,correct_art,indef,nonspec,indef,job,concr,concr,mod,1,False,False,False,False,True,False,True,True,False,False
