item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
153,It 's nearly 10 pm when I get back home .,It 's nearly 10 pm when I back home .,4,pm,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
154,It 's nearly 12 pm .,It 's nearlly 12 pm .,4,pm,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
155,I 've been suffering many unhappy things these days .,These days I suffered many unhappy things .,0,things,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
156,"""Though I spend most of my time and energy in learning English , it 's become apparent that I 've hardly made any improvement .""","""Though I spend most of my time and energy in learning English , it seems that I hardly make any improvement has become a truth . . .""",9,energy,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
157,I had never known my English was poor until the teacher told me that my English sounded illogical . . . .,I had never knew my English was poor until the teacher told me that my English was sound illogically . . . .,10,teacher,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
158,Summer Holiday,Summer holiday,0,Summer,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
159,I had a long breaktime .,I had long breaktime .,3,breaktime,obl,error,a,omit_a,over,sing,obj,mod
160,I hope to make many friends on lang - 8 .,I hope you make many friends of the lang - 8 .,5,friends,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
161,I hope to make many friends on lang - 8 .,I hope you make many friends of the lang - 8 .,8,lang,obl_om,error,zero,over_the,omit,sing,other,no_mod
162,The Mayer is supporting Hamada for the minister of defense .,Mayer is cheering Hamada minister of defence .,4,minister,obl,error,the,omit_the,over,sing,other,no_mod
163,The Democratic Party has more supporters than they do .,Democratic Party has more many supporters than them .,5,supporters,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
164,The Mayer is busy with the election campaign as well as his own work .,Mayer is busy with election campaign and his own work .,4,election,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
165,The Mayer is busy with the election campaign as well as his own work .,Mayer is busy with election campaign and his own work .,5,campaign,obl,error,the,omit_the,over,sing,other,no_mod
166,I went to a Kanazawa University festival with my American friend .,I went to Kanazawa university festival with my American friend .,5,festival,obl,error,a,omit_a,over,sing,other,no_mod
167,I made a good friend with a Vietnamese .,I made good friend with Vietnamese .,3,friend,obl,error,a,omit_a,over,sing,obj,mod
168,And we had dinner with my other friends .,And we had a dinner with my another friends .,4,dinner,obl_om,error,zero,over_a,omit,sing,obj,no_mod
169,. Today was an amazing day .,It 's a amazing day today .,4,day,obl_om,error,zero,over_a,omit,sing,pred/prop,mod
170,However I have two worries .,But I have two worries .,4,worries,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
171,Berklee do n't requires a TOEFL score .,The Berklee do n't requires a TOEFL score .,6,TOEFL,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
172,Berklee do n't requires a TOEFL score .,The Berklee do n't requires a TOEFL score .,7,score,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
173,I have a lot of assignments everyday .,Many assignments are given to me everyday .,1,assignments,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
174,"""Several days ago , I had an irregular heartbeat for the first time in my life !""","""Several days ago , I got an irregular heartbeat for the first time in my life !""",2,days,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
175,"""Several days ago , I had an irregular heartbeat for the first time in my life !""","""Several days ago , I got an irregular heartbeat for the first time in my life !""",9,heartbeat,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
176,"""Several days ago , I had an irregular heartbeat for the first time in my life !""","""Several days ago , I got an irregular heartbeat for the first time in my life !""",13,time,obl,correct,the,correct_the,correct_art,sing,other,mod
177,It was like this ; I suddenly started to feel some sort of of discomfort around my heart .,It was like this ; I suddenly started to feel a kind of discomfort around my heart .,13,discomfort,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
178,The doctor told me that I did occasionally have an irregular pulse but it was not a fatal one .,The doctor told me that I did have a irregular pulse ossacionally but it was not a fatal one .,1,doctor,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
179,The doctor told me that I did occasionally have an irregular pulse but it was not a fatal one .,The doctor told me that I did have a irregular pulse ossacionally but it was not a fatal one .,10,pulse,obl_om,error,zero,over_a,omit,sing,obj,mod
180,The doctor told me that I did occasionally have an irregular pulse but it was not a fatal one .,The doctor told me that I did have a irregular pulse ossacionally but it was not a fatal one .,18,one,obl,correct,a,correct_a,correct_art,sing,other,mod
181,"""He added that it could get worse due to stress and fatigue , and he just advised me to take as much rest as needed .""","""He added that it could get worse due to stress and fatigue , and he just advised me to take an enough rest .""",10,stress,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
182,"""He added that it could get worse due to stress and fatigue , and he just advised me to take as much rest as needed .""","""He added that it could get worse due to stress and fatigue , and he just advised me to take an enough rest .""",12,fatigue,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
183,"""I was relieved to hear the doctor 's diagnosis , but I 'm still worried .""",I was releaved to hear the doctor 's diagnosis but I 'm still worried .,7,doctor,obl,error,the,omit_the,over,sing,gen,no_mod
184,I think that may be a common question for those students who want to pursue higher education .,I think that may be a common question for those students want to pursue a higher education .,7,question,obl,correct,a,correct_a,correct_art,sing,other,mod
185,I think that may be a common question for those students who want to pursue higher education .,I think that may be a common question for those students want to pursue a higher education .,16,education,obl_om,error,zero,over_a,omit,sing,obj,mod
186,What Chinese universities offer their students is mostly coursework based curriculum .,What Chinese universities offer for their students are mostly composed by coursework base curriculum .,2,universities,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
187,What Chinese universities offer their students is mostly coursework based curriculum .,What Chinese universities offer for their students are mostly composed by coursework base curriculum .,11,coursework,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
188,What Chinese universities offer their students is mostly coursework based curriculum .,What Chinese universities offer for their students are mostly composed by coursework base curriculum .,13,curriculum,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,mod
189,I 've summed up some points which I think are important and useful .,I 've sum up some points which I think important and useful .,6,points,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
190,"""You can count on Google as your best friend , adviser and an almost infinite resource of academic papers .""","""You can count on google as your best friend , adviser and an almost infinite resources of academic papers .""",11,adviser,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
191,"""You can count on Google as your best friend , adviser and an almost infinite resource of academic papers .""","""You can count on google as your best friend , adviser and an almost infinite resources of academic papers .""",16,resource,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
192,"""You can count on Google as your best friend , adviser and an almost infinite resource of academic papers .""","""You can count on google as your best friend , adviser and an almost infinite resources of academic papers .""",19,papers,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
193,"""Many of them you can download as a pdf copy , or if you ca n't download a paper from the links scholar . google . com offers you , go directly to the author 's website , many authors enjoy their paper to be seen and cited by readers .""","""Many of them you can download pdf copy , or If you ca n't download paper from the links scholar . google . com offer you , go directly to the author 's website , many authors enjoy their paper to be seemed and cited by potential readers .""",7,pdf,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
194,"""Many of them you can download as a pdf copy , or if you ca n't download a paper from the links scholar . google . com offers you , go directly to the author 's website , many authors enjoy their paper to be seen and cited by readers .""","""Many of them you can download pdf copy , or If you ca n't download paper from the links scholar . google . com offer you , go directly to the author 's website , many authors enjoy their paper to be seemed and cited by potential readers .""",19,links,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
